"MAT_NOVA_MATRICULA","ALU_ANO_INGRESSO","ALU_PERIODO_INGRESSO","Álgebra Linear I","Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral I","Cálculo Diferencial e Integral II","Engenharia de Software I","Estrutura de Dados e Algoritmos","Fundamentos de Física Clássica","Fundamentos de Física Moderna","Gerência da Informação","Introdução à Computação","Lab. de Estrutura de Dados e Algoritmos","Lab. de Org. e Arquitetura de Computadores","Laboratório de Programação I","Laboratório de Programação II","Leitura e Produção de Textos","Lógica Matemática","Matemática Discreta","Métodos Estatisticos","Org. e Arquitetura de Computadores I","Paradigmas de Ling. de Programação","Probabilidade e Estatistica","Programação I","Programação II","Sistemas de Informação I","Teoria da Computação","Teoria dos Grafos"
"81d010b2fc8ae0ac53e4c6f06862569e",2009,2,5.1,6.7,5,NA,NA,2.7,5,NA,NA,6.1,3.8,NA,6.1,5.4,6.3,NA,NA,NA,NA,NA,NA,5.8,5.4,NA,NA,5.9
"8215b39e86b7110e6d4553aac4014809",2006,1,5.3,8,7.2,NA,7,5.4,7.3,5.2,7.8,7.6,7.5,9,5.8,7.4,NA,5.2,7.1,8.2,7.1,8.1,5,5.8,6.6,8.3,5.4,5.2
"822043e1eba535eaddc55a972b37e32c",2014,2,7.2,7,5.1,7,NA,7,5,NA,8,7.8,7.5,NA,8.3,8.1,NA,NA,7,NA,NA,NA,5,8.3,8.1,NA,NA,7
"823f79f447de55114b6539663bfd20f0",2006,2,NA,5.6,NA,NA,7.7,5.8,7.3,5.3,8,7.5,5.5,8.1,7.4,9.1,6.6,5,5.3,5,8.5,5,5.5,7.4,6,7.2,6.6,5
"8262f39208e49be0d7641bc3983a2467",2003,2,NA,6.8,5.9,NA,NA,NA,5.4,8.8,NA,8.2,NA,NA,5.7,NA,8.7,NA,7.4,NA,NA,NA,7.2,5.3,NA,NA,7.4,6.6
"82a5095084d70de9eb8c14b852b44a4d",2013,2,NA,NA,5,NA,NA,NA,9.7,NA,7,NA,NA,NA,7.1,NA,8.2,NA,7.2,NA,NA,NA,NA,7.1,NA,NA,5,9.8
"830af1a58c1d9ab64326b77afe70d611",2014,2,NA,7.6,6.4,NA,NA,7,9.2,NA,7.8,8.1,7.2,NA,5,7.6,6.5,NA,6,NA,NA,NA,7,5,NA,NA,NA,7.5
"8328dfbcf5b2fc469c9e966e3acc6492",2005,2,NA,7,6.2,NA,7.7,7.5,7.6,9.3,8.7,7.8,8.4,7,7.1,8.6,8,7.8,5.2,5,7,5.7,5,7.3,6.4,7.4,5,5.5
"835eca441387de624f4b4a5d32da2ad7",2003,1,NA,8.5,8,NA,8.3,NA,7.5,NA,8.4,9.1,NA,7.6,8,8,9.5,9,6.6,3.7,7.9,9.4,NA,7.5,7.7,8,5.7,6.6
"83de82d2404a6012e3544afd03d36685",2013,1,NA,7,7.8,7,NA,7.8,7.5,7.7,6.6,8,9.3,NA,10,8.4,7.5,7,6.8,NA,NA,7,7.4,10,10,NA,6.2,10
"83f1e9145216d6ccb31dde0128cb3ccf",2008,1,7,9.4,6.1,5.6,7.1,7.1,7.3,5.3,8,9.3,8.9,8.6,9.3,9.6,9.2,7.3,8.2,7.7,7.1,9,5.8,9.1,9,9.7,6.1,8.5
"840f72d17ddafb8d9a72cfa3815bccf2",2011,2,5,8.8,7,6.6,7.7,7.8,7.5,5.8,7.8,7.6,8.4,5.5,8.5,7.2,8.2,7,8.1,7.1,7.2,7.3,5,8.3,7.5,9.1,5,9.4
"84715078772e002ba6e22d396e1a5d9c",2005,2,NA,5.1,5.1,NA,7.3,5.5,5.9,7.8,8.8,5.6,7.5,7,8.3,9.1,8.7,5.7,5.3,5,5.6,8.5,5.2,7.9,7,8.3,6.4,5.1
"851ff3f349a157f5d77291b090e5d376",2008,1,10,8.4,7.2,5.8,9.3,7.4,7,7.5,8.7,8.1,9.4,9.8,9.6,9.3,9.5,10,9.6,8.2,9.4,7.9,7.3,8.9,9,9.8,7.2,8.8
"85ad7f0778cb004b03f94060327e35bb",2009,1,6.8,8.8,5.2,5,8.6,6.8,8.7,9.5,8.5,8.5,7.5,7.7,5.1,8.2,9.3,5.9,5.8,7.4,7.7,7.3,5.8,5,7.1,8.8,6.2,5.4
"85cd4e0d7f897dc248ebe937d39fd04c",2005,1,NA,8,8.2,NA,9.2,7.3,8.1,7.8,8.8,9.4,9.7,9.2,9.4,9.6,8.8,10,8.5,8.7,8.3,8.1,8.6,8.8,8.4,9.6,10,8.1
"860917634f431d53cdab94bd037c1c4f",2002,1,NA,7,7,NA,NA,5,5.3,8.3,7.3,7,7.1,6,7.9,8.6,8,NA,7.1,NA,NA,NA,5,5.7,5.2,7.4,NA,7.2
"8625a3f0f3587667eaab999fef903eee",2012,1,NA,NA,NA,5.2,6.2,6.3,7.5,8.3,8.4,8.1,5.1,9.4,7,8.2,7.2,NA,7.6,6.3,7.1,7.2,7.1,5.5,7.9,8,5,5.8
"87032c309968935503c4654681a0a78e",2005,2,NA,NA,1.3,NA,NA,0,NA,NA,NA,6,0,NA,7,5.1,8.4,NA,2,NA,NA,NA,NA,6.8,6,NA,NA,5.1
"8723c6d94ae57d5355e5aeaca1c21ef6",2011,1,6,8.7,5.7,NA,7.2,7.2,6.3,5,7.4,8.4,7.2,7.9,7.9,9.1,7.9,7.4,5,5,6.3,8.6,6,7.3,8.6,7.7,5,7.3
"879207e9177438ecbc0f4a374cf4510f",2010,2,3,5,6.3,5.3,NA,5.6,5.6,NA,5.9,7.1,5.1,NA,8.7,7.3,8,6.1,7,NA,NA,7.4,NA,8.4,7,7.4,5.3,8.4
"87e8b265579e334f3cc4ef2a62d25092",2010,1,7.2,8.4,7.2,6.6,0.5,7,7.5,8.7,7.9,9.5,7.7,8,8.3,8.5,7.7,NA,7.9,5.4,7.5,NA,6.8,7.8,8.9,9,7.3,7.6
"880986c9e7cde500ff978865e8f5ce2d",2010,1,5.5,5,5.9,6.6,9.6,5.7,5.3,7.6,7,7,5.4,8,5.2,5.2,7.2,7.2,NA,7.1,7.6,6.9,7.3,5.2,6.3,7,5,NA
"888e894c3287cfa6f8c0985f22cd6273",2009,1,6,5.6,7,NA,NA,NA,NA,NA,7.9,7,NA,NA,5.9,5.7,7.8,NA,5.2,NA,NA,NA,NA,6.6,5.3,NA,NA,7.2
"889e7a8bac0ac44179b1747be32174ef",2008,2,7.6,7.4,7,7.1,7,7,8.2,7.6,8,8.4,7.4,8.6,8.7,8.8,7,7.9,7,7.3,9,5.7,8.8,7.4,8.5,9.1,7,7
"88bb00b3ea325ffe23b748048a94e2d0",2010,2,7.2,6.8,5.4,5.4,7.1,7.6,6.3,8.3,5.5,7.7,7.3,8.3,6.7,7.2,7.5,7.8,5.1,7.1,6.8,9.6,7.5,6.7,7.5,5.6,5.4,7.9
"88dc7e5be575ba3f3daefe4137846277",2012,2,7.6,7,7,5.1,8.7,7.2,8.2,8.5,9.6,7.5,7,7.8,7.3,7.5,8.2,8.6,7,9.7,8.3,7,6.6,7.3,7.5,9.7,6.1,7.1
"89090eb0ca321597fda3373bb82d609c",2007,1,8.3,8.7,6.7,NA,7.2,7.6,8.4,8.6,7.9,9.4,9.8,9.8,8.5,8.7,9.4,8.5,7.3,8.8,9.1,7.8,7.5,8.4,9.7,9.4,8.9,8.6
"89114b2d423c03ecd663ea78e7825f7f",2009,1,5.4,7.4,6.1,5,NA,5.2,8.2,7.3,8.4,8.3,7.1,7.4,5,7,7.2,NA,7.7,NA,6.4,6.5,5.1,5.1,6.6,7.7,5,5.6
"8942b0e78c6f471a8018b1e890c0700a",2005,1,NA,7.2,7.5,NA,8.7,5,7.1,7,7.8,8,9.7,8,7,9.6,8.1,8.1,7.5,5,7.4,7.2,5.4,7.9,8.4,9.1,7.4,7.4
"898f9e43d0a007c487491f3dae1504b2",2010,1,NA,5,6.8,NA,7,7,7,8.5,7.6,7.3,7.5,7.8,7.8,8.3,7.51,5.1,5.4,7,7.6,8.7,5.7,7.3,8.5,8,7,5.3
"89f67d9b1885d894c6f5c28b7bddb153",2013,2,5.8,7.7,5,7.3,9.4,6.4,8,7.8,5.6,7.1,6.5,7.5,8.8,6,7.8,7.5,7.3,8,7.1,8.5,7.5,8.8,7.1,5.9,8.4,7.3
"8a15394041d396dcfdd45b87731251ba",2009,1,7.2,5.3,7,5,8.3,7.8,5,7.5,7.5,7.3,7.4,7.7,5.6,5,8.5,7,5.2,5,7.4,7.6,6.5,8.1,6.4,7.7,7.1,8.3
"8a368aab84b2825a9776aa2856c63d08",2010,1,NA,7.2,5,NA,7.3,5.8,7,7.8,7.9,7.2,7.9,8.8,7.4,6,7.3,5.3,6.6,7.7,5.9,7.1,6.4,8.1,5.2,7,5.3,5
"8a947e154a3f4fca68a8839f92e2f8a0",2012,2,7,7.7,7.2,5.3,7,8.3,6.1,9,8.4,8.3,8.7,9.4,7.6,7.1,7.6,8.3,8.1,6.8,8.1,9.5,7,7.5,8.8,8.6,9.4,9.7
"8ba6d8041c08568c497b324d4ba79d40",2000,1,NA,7.3,8.1,NA,7.2,7,8.4,7.3,8.6,7.7,8.4,7.2,7.4,8.4,7,8.2,5.6,6.2,7.3,8.7,7,5.4,7,7.6,7.7,7.2
"8bff125872ae31f2fe299e829d66a935",2006,1,NA,9.4,8.3,NA,8.8,9.4,8.6,8,8.8,9.6,9.6,10,9.8,8.5,9.4,10,9.9,8.2,8.6,8.1,9.6,9.6,8.3,9.8,8.4,8.2
"8c163f995992a3e23d36d5f5541b3ef7",2003,1,NA,7.8,7,NA,7.3,5.4,6.3,9.5,7.7,9.1,7,8.8,6.1,7.2,8.8,8.5,6.6,7.2,8.1,8.4,5.8,7,7,8.7,7,7.3
"8c1e88186a815cc583ca93f9b708af82",2005,2,NA,7.5,9,NA,8.3,5.4,6.8,6.2,7.6,8.2,7.7,7.9,7.6,8.5,7.8,7,8.45,7.5,7.9,7,5,5.3,6.8,9.4,5.1,8.9
"8c27e9e13f0886c8eaf5258ffc63b9d6",2007,1,7.7,7.8,7.4,NA,NA,5.7,7,7,8.8,9.1,6,1.2,9.1,8.9,9.4,NA,7.4,NA,0,NA,5.3,8.7,7.2,8.2,7,7.4
"8c6bec35ebdc88708f8c88b69564036d",2005,2,5.3,5.1,8.3,5.1,6.5,5.5,7.3,7.3,8.7,7.1,7.2,8.3,5.7,8,8.6,5.1,6.3,5.5,7,5,5,5.5,6.4,7,5.8,5.9
"8c7f4cee4257b9d8653ece9e3e1425da",2012,2,5,5.8,5.2,5.6,NA,5.7,NA,NA,5.1,7.8,5,NA,7.9,6.4,7.2,7,5,NA,NA,7.2,NA,7.9,6.7,8.4,NA,5
"8c82f412681af649c586f3c777844189",2001,2,NA,5,4.4,NA,NA,5.6,5,8.5,8.5,5,7.1,5.1,7,9.3,8.5,5,7.2,NA,5,5.5,0.5,8.1,6.1,7.7,5,7.2
"8ca16c428ea3f73d63514f78878b57fd",2012,1,3.6,6,5.6,3.7,NA,6.1,2.6,NA,7,7.4,NA,NA,7.5,7.4,7.2,7.4,5.5,NA,NA,7.3,NA,7.5,5,5.2,5.5,5
"8ca26634c74315e4ae0632dd85badffa",2002,1,NA,8,7.5,NA,8.1,5,7.7,8.3,8.1,8.4,6.8,8.5,8.8,9.3,8.8,8.3,5.4,7,9,8,5,5.4,6.3,7.7,6,9.2
"8cacc9eff56a15c15ab348f2a13dd01c",2009,2,7.3,7.5,6.6,7.1,8.7,7.5,7.3,9.2,7,8.6,7,9.8,7.2,8.3,5,9.7,7.4,8.7,8.6,8.6,7,7,7.3,8,8.2,7.1
"8ceb708c59651ff0d62ff9db255abbc2",2002,2,0,7.2,6.3,NA,NA,NA,5.1,NA,NA,8.2,NA,NA,7,6.5,7.9,NA,5.6,NA,NA,NA,2.4,5,4.6,NA,NA,4
"8d50d6faaa151195a1878cdb8a37843f",2009,1,5.8,7.2,7.3,7,7.4,7,8.1,8.8,7.9,7,7.8,7.5,8.5,8.7,7,7.5,6.8,6.6,7.1,8.6,5.4,8.3,9,9.2,5.4,5.7
"8daa8e45631aa9b4502e8b53fe46e342",2012,2,5.8,6.3,7,7,7.4,7.7,7.7,7.2,5.1,8.2,8,8.3,7.4,8.4,7,7.6,8.5,5.3,7.6,7.3,7.5,7,8.5,9,7,7.9
"8e58ba828b4048726f73d2dffed57409",2010,2,0,5.8,5.2,4.2,NA,NA,2.8,NA,4,8.3,NA,NA,8.7,2.2,7.6,NA,6.1,NA,NA,NA,NA,8.6,1.7,NA,NA,5.1
"8e834c9055a1e3c24790425b38aa379d",2013,2,8.5,7.6,8.1,7.1,7.3,7,7.5,7.3,8,8.7,5.9,8.2,7.7,8.3,10,9.9,7,8.8,8.2,9.9,8.2,7.7,8.1,9,8.2,9.5
"8e8ad3c82b4fd6acf822e105cd1b5766",2004,2,NA,5.6,5,NA,8,4.6,NA,7.9,7.3,7.3,6.8,NA,7,6.9,7.3,2,5.9,7,NA,NA,6.4,5,7.2,NA,7.8,5.5
"8ea355f492e742a5529c2b1cf7855dac",2000,1,NA,8.4,7,NA,7.1,7.1,7.4,9,8,7.6,8.3,8.2,8.5,8.6,8.2,7.1,7,6.2,8.1,7.9,7,7.2,6.2,7.2,5.4,7
"8edbd402f068dfafeb9f235d5d2583ae",2011,2,5.4,5.8,6.1,5,5.6,5.5,5.1,7,5,5.7,5.1,8.2,7.1,7.2,7,5,6.2,6.4,5,5,5.8,5.2,5,5,5,6.1
"8eddc55332f6865902c3d7a6d0c5cf93",2014,2,5.2,5.5,7,5,NA,5,5.3,NA,7.3,7.8,5,NA,8.2,7.3,NA,6.5,6.4,NA,NA,7.4,NA,8.2,7,8.6,7.3,7.2
"8f06b7b2d4cd4668c013a59c1c5cdf25",2009,2,5,5.1,5.5,6,7.4,5,7.6,9.5,8.5,7,5,7,5.3,7.5,7,5,7.3,1.2,5,7.3,5,5.4,5.3,6.4,5,7.1
"8f1f1232b27639960bafce2c17a4a7cf",2003,2,NA,7,6.4,NA,6.9,7.3,NA,7.3,7,7.6,7,7.9,8.9,5.2,7.5,7.3,7.2,7.6,7.6,8.7,6.3,6,5.9,8,5.7,6.4
"8f439b2eb48c04d2937c26327bb14d5a",2014,1,9.7,10,8.8,8.3,9.7,8.1,8.7,9.6,9.2,9.6,8.3,9.3,9.6,9.4,8.7,9.8,9.1,9.8,10,9.8,9.9,9.6,9.2,9.1,9.6,10
"8f47dc13a79411606b36240b73b53609",2011,1,5.4,6.5,5.3,5,8.8,7,5.7,9,6.3,9.4,7.2,8.9,8.4,5.4,7,7,6.2,5.6,7.1,8.4,5,8.3,7.7,8.5,7,7.2
"8fff1f421e7b9a87b11800b241f8bf38",2014,1,5,5,5.1,6,7.9,5.1,7.4,5.5,5,7.4,6.1,5,6.8,5,8,7.1,5.8,7,7.3,6.2,8,6.8,7,6.8,7,7
"9008d075023be80ee1fab69d96b20887",2012,2,NA,NA,5,NA,NA,NA,NA,NA,5,6.5,NA,NA,8.7,6.6,7.7,NA,NA,NA,NA,NA,NA,8.7,5.6,7,7.1,8.1
"903f7f53660008daca2f3f2f4b2ed096",2001,2,NA,8.8,10,NA,NA,8.8,5.5,7.8,7.4,8.9,8.2,9.4,9.5,9.1,9.7,9,7.6,NA,7.2,8.7,7,9.3,8.4,7.5,8.8,8.5
"90b778f9313b3e067540c731099f89dc",2004,1,NA,7.2,5,NA,NA,5.8,NA,7.8,7.9,7.2,7.9,8.8,7.4,6,7.3,5.3,6.6,NA,5.9,0,NA,8.1,5.2,7,5.3,5
"90e398e6ba07ef79cd993222fd38d094",2012,1,5,8.1,8.1,6,8.8,7,8.2,8.3,7,8.4,7.3,7.4,7,7.5,9,8,5.5,5.4,6.6,NA,7.7,6.9,7.3,8.8,5,8.3
"91030abd87ada3a4b93dc05b8a52c698",2009,2,5.5,7.2,4.3,NA,NA,NA,NA,NA,5.4,5.8,NA,NA,5.6,4.5,6,NA,6.1,NA,NA,NA,NA,5.6,5.3,NA,NA,5
"9131b2cbf274525e3a1527236cb10e9f",2009,1,7.8,8.3,7,6.5,5.9,6.1,8.5,9.5,8,7.5,8.7,7,8.7,8.9,7.5,5.5,7.7,5.7,5,8,5.9,7,8.6,8.1,5.8,8.3
"913949dbb1444e4c54789ec160c3e48e",2003,1,NA,9,7.8,NA,5.8,7,5.3,7,8.8,8.6,6.2,8.5,9.5,8.7,7.7,9.3,9.2,5,8.9,6.7,8,9.3,7.6,NA,8.4,7.9
"9231bb52fa49cc8ae0e7b5c9e72fb01f",2012,1,5,5.3,7,5,7.3,5,7,9.7,7.5,7,5,8.5,7.2,6.1,7,NA,6.7,NA,5.8,NA,NA,7,8,6.3,5,7.5
"924ca8de769aca799712fa31a1c3a08e",2000,1,NA,7.5,7.3,NA,7.4,8.7,7.1,7.6,8.3,9.2,8.8,8.6,7.5,8.8,9,9.3,7.3,8.8,8.9,8.9,5.1,8.3,8.7,9,8.7,8.9
"92798cb26829332429ca2b4a56979f1b",2014,1,5.5,6,5,6.7,5.4,5.1,6.5,7.3,5,5.5,5.1,5.4,5,5.3,9,5.1,7,7,7,8.2,6.5,5.1,5.3,5.4,5.3,6.6
"92ef954923b798b60580ad4cf2d84b3b",2007,2,7,7.6,6.8,NA,7.2,6,5,7.1,7.6,8,6,7.9,7.8,8.4,8.8,7.8,6.9,5.4,6.3,5.8,5,7.3,8.9,7.5,6.5,8.5
"934575127912fd980a37efecc247e04a",2007,2,2.3,6.2,6.2,8,NA,0.7,7,7.6,8.1,7.8,7,NA,5.8,5.8,10,NA,6,NA,NA,NA,2.7,5,5.5,NA,2.5,5.1
"9355a1ba02649a024d475b11b5b0f069",2014,2,NA,5.5,5.1,5.8,NA,7,5.1,7,9,NA,7.1,NA,7.4,7.5,NA,NA,NA,NA,NA,8.8,NA,7.4,8.4,7.3,7.2,7
"938c3277095155836830947350393b16",2013,2,5.7,8.1,8.7,5.9,7,7.7,9,7,8,7.6,7,8.5,9.5,9.2,NA,7,7.4,7.4,7.9,9.1,5.7,9.4,9.2,7.5,8.4,9
"93a824aed84e3f9277f64b68d62a0749",2010,1,7,6.9,7.2,5.1,7.4,5.1,8.8,5,7.1,8.7,7.6,7.9,8.4,7.6,7.8,7.1,7.7,7,5.8,7.7,NA,8.2,8.5,7.3,6.8,8
"940d8b8679bf8d674865624d94342040",2012,2,NA,8.6,7.6,7.6,NA,5.3,7.8,NA,8.5,7.9,5,NA,7.5,7.8,7.5,7.9,7.1,NA,NA,8.3,NA,7.5,8.5,NA,5.9,7.9
"941bdd2e8bb1ca2a703afbb2e37fadde",2014,1,8.8,8.3,8.8,7.7,8.8,7.6,7.7,8.1,7.8,8.7,8.7,9.2,9.5,9.1,8,9.4,8.3,7.4,9.2,10,8.6,9.5,8.7,9.5,7.4,10
"941e5a068c0a3f5f0e1afd10a572439a",2011,2,2.7,7,5.2,NA,NA,5.7,7.6,2.7,5.2,7,NA,NA,7.2,5.7,7,7,5.8,NA,NA,NA,5.5,7,7,NA,5.2,7.8
"9452dc8a98daf4fdcf45481940bb1f11",2014,2,3.3,5.2,5.4,1.8,NA,NA,NA,NA,7,7.9,NA,NA,7.2,5.8,8.1,NA,NA,NA,NA,NA,NA,7.2,5,NA,NA,7
"9458dfe9b49d79437d886b727b28fb4e",2009,1,7.1,6.6,5.1,6,8,6.5,7,9.4,7.6,8,8.1,8,7.5,7.9,6.2,7,6,5.7,7.7,7.9,7.8,5,7.1,8.3,6.5,6.3
"945c94a0a499d5ce01170531d54015f4",2001,1,NA,8.5,7.8,NA,8.6,7.1,8.3,10,8.1,7.4,8.3,8.8,8.5,9.4,9,9.4,7.2,8.3,7.5,9,8.5,7.3,9.4,8.3,7.3,9.3
"94af21c104b9bcae31eb661ecb930c5b",2012,2,7,5,7,5.6,NA,NA,7.1,NA,5.8,7.1,6.1,NA,7.7,7.6,7.7,6.3,5.7,NA,NA,7.5,NA,7.7,7.4,8.4,8.6,5.3
"953ab1886d0f96031074cad6131c5cbd",2007,1,5.2,7.2,6.8,NA,7.7,7,7,7,8.2,7.4,7.5,9.8,8.8,8.3,9.4,7,6.4,7.1,7.4,6.4,5.1,8.5,9,8.9,7.5,8.5
"9542b122ebb917bbd19b5a1f837160ed",2011,2,NA,7.9,6.4,5,NA,5.9,7.3,NA,6.9,8.4,5.2,NA,8.7,8.4,8.3,5.4,7.5,NA,NA,9.5,5.5,8.7,8.5,7.1,6.1,7.3
"956fac38ef1f713dcf3bc0d70daeefee",2002,1,NA,10,8.5,NA,8.6,9,7.8,8.6,8.3,9.4,9.2,8.7,9.7,9.4,8.8,7.1,7.2,7,8.3,9.2,7.2,9.3,7.9,8.5,5.3,9.1
"958c1d5f93cbd643445292d60d7b9405",2012,1,7,7.3,5.9,5,7,7,7.8,8.3,7,9.3,7.5,8,8.3,7.4,9,7.3,7.9,9.5,8.2,7.5,5,8.2,8.1,7.2,6.4,7.4
"9590194cf359dcb16cfa6f587d1761f3",2002,2,5.1,7.2,5.1,NA,5.8,7,5,7.5,7.7,7.7,7,5,7.4,7,7,7.3,NA,NA,5,7.1,5.5,5,5,NA,6.5,5.1
"961500c6f47103582e7d1e016cf4b926",2002,2,NA,8,5,NA,5.6,5.1,NA,5.8,7.2,9.2,5.1,7.9,7,6.1,8.2,7,NA,5.4,5.1,5.5,5,5.7,NA,7.1,NA,NA
"962f3b6f0bbabfe8b1175edcb4446ac6",2009,1,7,8.7,7.3,7,7.5,7,5,8,5.5,7,7.7,8.9,7.1,NA,6.5,5.9,NA,7.1,7.6,7.3,7.6,5,NA,8.3,6.4,NA
"9677539fd114046d593c4c480a66faf2",2002,2,NA,8.4,7.3,NA,7.8,7,5.7,7.8,9,9.2,7.7,9.7,9.9,8.8,9,10,7,NA,7.9,9.5,7.8,9.4,7,9.5,7.8,7.4
"96c7c0d49bf8732b87c06b1f54f7a950",2010,2,NA,5.1,7.8,5.1,NA,NA,2.9,NA,3.3,9.1,NA,NA,5.6,5,6,NA,NA,NA,NA,NA,NA,5.2,6.7,NA,NA,6.2
"96ff48b3a3832364c6093648e1b0c0cd",2014,1,7,6.5,7,7.5,NA,5.1,7,NA,7.3,8.1,5,NA,8.4,8,7.6,NA,5,NA,NA,7,NA,8.4,7.4,8.8,6.1,7
"9701c503a91519a2bf39ab0838006de2",2004,1,9,8.3,6.7,NA,7.1,7.9,NA,5.6,8.4,8.2,7.7,8.7,8.2,8.9,7.9,9.1,7.9,10,8,9.3,7,9.1,7,8.6,8.5,7
"971499c8d1abafefcbacaa7acbd3a8df",2003,1,NA,9.2,8.4,NA,7.2,5.6,7.7,7.5,8,9.3,5.8,8.1,8.5,8.1,9.5,7.6,7,NA,7,7,7.2,6,7.4,8,10,7.1
"9753fe2b2e56af82c49731d3dd9ed7f2",2011,2,NA,5.3,6.9,NA,7.3,7,5.7,7.4,5.7,5.5,7.1,10,5.2,8.4,8,5.5,5.9,7,8.5,7,NA,6,5,5.3,5.5,7.3
"97c8d1519f7cf06f8266cf9e8f96bd2b",2013,1,5.4,6.4,7.8,7.3,8.2,6.8,8.4,7,7.6,7.8,7.1,7.2,7.6,7.5,7.7,6.7,7.9,NA,8.5,7.4,5.6,7.6,7.3,8.7,5,8.5
"980c3525d43e18f921afa0dde944dea0",2005,2,NA,5.9,6.6,NA,7.9,5.2,7.3,9.3,7.8,9.5,6.7,5.8,8.8,9,8.3,7.2,6.1,5,7.4,5,5,9.1,6.8,7.9,5.1,5.3
"982bb00686bd5b88643a1f00938406b9",2010,1,8.2,7.9,8.2,7.2,7.6,7.3,8.8,10,8.9,9.1,9.8,9.4,8.7,8.9,7.8,9.5,8.5,8.8,7.4,10,8.6,8.5,9,9.7,8.9,7.9
"983a473c7084a2602bdff80b031d2f49",2007,1,5.6,7,7.4,NA,7.2,8.9,5.4,6.5,8.2,9.1,8.7,9.8,8.8,8.7,8.4,8.4,8.2,6.4,8.8,5,7,8.7,8.8,9.5,5.4,7.1
"98595ff71dbd683bc880fea15868ed54",2012,2,7.6,7.2,6.6,6,9.4,7.3,8.2,8.1,9,7.6,7,7.8,7.7,6.9,8.7,7.1,7.1,7.5,8.8,7,6.3,7.7,7.4,7.8,7.2,7
"986da89129351de72681bc246ea41304",2004,1,NA,7.6,7.3,NA,7.1,7.2,7,5.2,7.3,8,7.5,9.1,7,8.2,7.7,NA,5.3,6.6,8.1,7.8,7.1,7.4,8.7,9.3,5,5.2
"98ed1eb5b26c14e1c04e85c34a988296",2008,1,7.3,7.2,5.8,6.4,8.8,5.6,7,7,8.5,8.2,8.3,8,7.2,9.2,9.3,10,5.5,7.7,8.8,8.1,6.6,7.8,8,8.9,5.4,7.8
"99665e5c66af2e2d5adaf99bb0fa6133",2011,2,NA,7.3,NA,NA,NA,NA,NA,NA,7.9,6.3,NA,NA,9.2,8.5,8.8,NA,NA,NA,NA,NA,NA,8.5,8.1,NA,NA,NA
"997f9f31a43e06c885c0232af3cbe013",2006,2,7.5,5.6,7,6.2,5.6,5.8,7.7,7.3,8.3,7,7,9.3,8.1,8.9,7,6,7.3,5.4,5.8,8.1,7.5,7.7,8.2,7,6.1,5.4
"99d5ccddf36ae06442c1ee09d766a676",2013,2,6.6,6.6,6.5,5.8,8.3,7.2,5.2,6.5,5.9,NA,7.6,NA,8.9,8.8,NA,7.9,5.6,7.7,NA,9.1,7.4,8.9,8,8.1,7,8
"99d671c54099e257993aae5bef03902e",2007,1,7.3,7,5.1,NA,7.2,7.6,5.8,7.5,8.3,9.5,8.3,8.9,9.4,8.9,8.9,9.1,8,7.8,7.5,5.4,5,9.1,9.5,8.6,6.8,8.4
"9a5de4c51fad9283c97dfdc9bc7aa1e8",2007,1,6,8,7,NA,9.5,7.2,5.4,7.4,8.8,9.7,9.3,9.3,9.1,9,9.6,9.4,7.4,5.6,8.3,6.6,7.1,9,9.6,9.5,6,7
"9a7b8932c3c07982a4a44206913afdfb",2005,1,NA,7.2,6,NA,8.2,5.1,6.9,7.1,7.5,7.3,7.1,7.7,8.1,8.8,9.3,8.5,7,6.3,7.2,5.1,5.1,7.1,6.3,8.2,5.3,7.1
"9b1a81b361bf1b0684a1d1fa0c2ed003",2000,1,NA,8.3,9.3,NA,9.3,7.7,8.5,7.7,8.5,9.1,8.8,8.3,9.8,9.4,9.3,7.8,7,7.4,8.5,9,7,9.6,8.8,9,8.9,9.2
"9c67e9c3e3dbee1046e453aa6c0468a4",2014,2,5.6,7,5.2,5.1,7.2,7.2,5.6,5,6.6,7.5,6.1,8,6.2,6,7.2,7.8,7.7,7,7,8.9,5.2,6.2,5.3,5.9,5,7
"9d29ced8c87e7aa3d4609ea3cfa98c51",2000,1,NA,8.3,8.7,NA,8.8,8.9,8,8.8,8.6,8.7,8.8,9.6,7.7,9.3,9.5,8.5,6.5,8,8.7,8.3,7.8,9.9,9,9,8.7,8.9
"9d81ad4c0df602730b0ac76f864b1f52",2006,1,NA,8.4,5.7,NA,7.7,7.8,5.4,8.5,8.5,7.8,8.5,8.7,7.1,9.1,8.6,8.4,8,7.7,5.2,7,8.1,7.7,8.6,9.2,8.8,6.7
"9d8d12750dc8103cfdd2ad8b65046586",2002,1,NA,8.2,7.2,NA,7.5,7.1,7.7,8.5,7.8,7.1,7.4,8.7,9.3,9.6,9.1,8.1,5.3,7,8.2,8.1,7.1,6.2,6.4,7.9,5,8.3
"9e8d298aa7b2d4a1dd955dde2aef1c1b",2005,2,NA,8.1,7.9,NA,8,7.6,6.6,7.6,7.6,8.3,8.7,8.7,8.4,8.5,7.1,9.2,7,8.5,9.4,8.1,7,7.7,7.4,8.5,8.1,8.1
"9f00c998c0c5f303047cecb9bd44c1a5",2010,2,5,6.2,7.7,5.3,9.7,7.3,5.5,8.3,5,7.1,8,9.5,8.5,7.9,8,7,5,5,5.3,5,6.1,8.1,8.4,8,5.4,7.8
